"gene","hgnc_symbol","n_disorders","disorders","degree","weighted_degree"
"ENSG00000112175","BMP5",2,"BD;MDD",4639,6215
"ENSG00000112214","FHL5",2,"BD;OCD",3117,3452
"ENSG00000112218","GPR63",2,"BD;OCD",3117,3452
"ENSG00000112232","KHDRBS2",3,"BD;MDD;OCD",4878,7536
"ENSG00000112234","FBXL4",2,"ADHD;MDD",4310,5200
"ENSG00000112242","E2F3",2,"BD;MDD",4639,6215
"ENSG00000112293","GPLD1",2,"ADHD;ASD",2382,2552
"ENSG00000112294","ALDH5A1",2,"ADHD;MDD",4310,5200
"ENSG00000112303","VNN2",2,"BD;MDD",4639,6215
"ENSG00000112312","GMNN",3,"BD;MDD;SZ",4810,7612
"ENSG00000112378","PERP",2,"ADHD;SZ",2364,2513
"ENSG00000112394","SLC16A10",2,"MDD;SZ",4554,5481
"ENSG00000112511","PHF1",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000112539","C6orf118",2,"ASD;MDD",4478,5520
"ENSG00000112541","PDE10A",3,"ASD;MDD;OCD",4712,6841
"ENSG00000112559","MDFI",2,"ASD;MDD",4478,5520
"ENSG00000112562","SMOC2",2,"BD;OCD",3117,3452
"ENSG00000112576","CCND3",2,"ADHD;SZ",2364,2513
"ENSG00000112651","MRPL2",2,"ASD;MDD",4478,5520
"ENSG00000112655","PTK7",2,"MDD;SZ",4554,5481
"ENSG00000112658","SRF",2,"ADHD;MDD",4310,5200
"ENSG00000112659","CUL9",2,"MDD;SZ",4554,5481
"ENSG00000112667","DNPH1",2,"ADHD;MDD",4310,5200
"ENSG00000112715","VEGFA",2,"BD;MDD",4639,6215
"ENSG00000112759","SLC29A1",3,"ASD;MDD;OCD",4712,6841
"ENSG00000112769","LAMA4",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000112773","TENT5A",2,"ASD;BD",3243,3567
"ENSG00000112787","FBRSL1",2,"ADHD;MDD",4310,5200
"ENSG00000112796","ENPP5",2,"MDD;SZ",4554,5481
"ENSG00000112799","LY86",3,"MDD;OCD;SZ",4809,6802
"ENSG00000112851","ERBIN",2,"BD;MDD",4639,6215
"ENSG00000112902","SEMA5A",2,"MDD;SZ",4554,5481
"ENSG00000112936","C7",2,"BD;OCD",3117,3452
"ENSG00000113048","MRPS27",3,"ADHD;MDD;SZ",4727,6597
"ENSG00000113068","PFDN1",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000113070","HBEGF",2,"BD;MDD",4639,6215
"ENSG00000113108","APBB3",2,"ASD;MDD",4478,5520
"ENSG00000113140","SPARC",3,"BD;MDD;SZ",4810,7612
"ENSG00000113300","CNOT6",2,"ASD;MDD",4478,5520
"ENSG00000113328","CCNG1",2,"ASD;MDD",4478,5520
"ENSG00000113368","LMNB1",2,"MDD;OCD",4488,5405
"ENSG00000113369","ARRDC3",3,"ASD;BD;SZ",3840,4964
"ENSG00000113387","SUB1",2,"ASD;MDD",4478,5520
"ENSG00000113504","SLC12A7",2,"BD;SZ",2876,3528
"ENSG00000113552","GNPDA1",2,"ADHD;MDD",4310,5200
"ENSG00000113580","NR3C1",2,"BD;MDD",4639,6215
"ENSG00000113594","LIFR",2,"ASD;MDD",4478,5520
"ENSG00000113597","TRAPPC13",2,"ASD;MDD",4478,5520
"ENSG00000113638","TTC33",2,"ADHD;MDD",4310,5200
"ENSG00000113721","PDGFRB",2,"MDD;OCD",4488,5405
"ENSG00000113734","BNIP1",2,"ADHD;MDD",4310,5200
"ENSG00000113739","STC2",2,"BD;MDD",4639,6215
"ENSG00000113742","CPEB4",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000113763","UNC5A",3,"ASD;MDD;OCD",4712,6841
"ENSG00000113790","EHHADH",2,"BD;SZ",2876,3528
"ENSG00000113805","CNTN3",2,"MDD;OCD",4488,5405
"ENSG00000113916","BCL6",4,"ADHD;BD;MDD;SZ",4907,8728
"ENSG00000113966","ARL6",2,"ASD;MDD",4478,5520
"ENSG00000114021","NIT2",2,"ADHD;MDD",4310,5200
"ENSG00000114054","PCCB",2,"BD;MDD",4639,6215
"ENSG00000114200","BCHE",2,"MDD;SZ",4554,5481
"ENSG00000114251","WNT5A",2,"ADHD;MDD",4310,5200
"ENSG00000114268","PFKFB4",2,"BD;MDD",4639,6215
"ENSG00000114279","FGF12",2,"ASD;SZ",2595,2833
"ENSG00000114315","HES1",3,"MDD;OCD;SZ",4809,6802
"ENSG00000114331","ACAP2",2,"BD;MDD",4639,6215
"ENSG00000114391","RPL24",2,"MDD;OCD",4488,5405
"ENSG00000114450","GNB4",2,"BD;SZ",2876,3528
"ENSG00000114455","HHLA2",2,"ADHD;MDD",4310,5200
"ENSG00000114473","IQCG",2,"ASD;MDD",4478,5520
"ENSG00000114529","C3orf52",2,"BD;MDD",4639,6215
"ENSG00000114554","PLXNA1",2,"ASD;MDD",4478,5520
"ENSG00000114573","ATP6V1A",3,"ASD;MDD;OCD",4712,6841
"ENSG00000114626","ABTB1",2,"ASD;MDD",4478,5520
"ENSG00000114646","CSPG5",2,"OCD;SZ",2413,2718
"ENSG00000114654","EFCC1",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000114670","NEK11",2,"ASD;MDD",4478,5520
"ENSG00000114698","PLSCR4",3,"ASD;BD;MDD",4878,7651
"ENSG00000114737","CISH",2,"BD;MDD",4639,6215
"ENSG00000114757","PEX5L",2,"ADHD;ASD",2382,2552
"ENSG00000114770","ABCC5",2,"BD;MDD",4639,6215
"ENSG00000114784","EIF1B",2,"ADHD;MDD",4310,5200
"ENSG00000114850","SSR3",2,"ASD;MDD",4478,5520
"ENSG00000114942","EEF1B2",2,"MDD;OCD",4488,5405
"ENSG00000114948","ADAM23",3,"ASD;OCD;SZ",3360,4154
"ENSG00000114993","RTKN",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000115008","IL1A",3,"BD;MDD;SZ",4810,7612
"ENSG00000115041","KCNIP3",3,"BD;MDD;SZ",4810,7612
"ENSG00000115073","ACTR1B",2,"ASD;MDD",4478,5520
"ENSG00000115155","OTOF",2,"MDD;OCD",4488,5405
"ENSG00000115165","CYTIP",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000115183","TANC1",2,"BD;MDD",4639,6215
"ENSG00000115216","NRBP1",2,"ADHD;ASD",2382,2552
"ENSG00000115226","FNDC4",2,"MDD;SZ",4554,5481
"ENSG00000115239","ASB3",2,"ASD;MDD",4478,5520
"ENSG00000115268","RPS15",3,"ADHD;MDD;SZ",4727,6597
"ENSG00000115271","GCA",2,"ASD;MDD",4478,5520
"ENSG00000115274","INO80B",2,"BD;MDD",4639,6215
"ENSG00000115282","TTC31",2,"MDD;SZ",4554,5481
"ENSG00000115286","NDUFS7",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000115289","PCGF1",2,"BD;MDD",4639,6215
"ENSG00000115290","GRB14",2,"BD;SZ",2876,3528
"ENSG00000115295","CLIP4",2,"MDD;OCD",4488,5405
"ENSG00000115307","AUP1",2,"ADHD;MDD",4310,5200
"ENSG00000115310","RTN4",4,"ADHD;ASD;MDD;OCD",4812,7957
"ENSG00000115318","LOXL3",2,"OCD;SZ",2413,2718
"ENSG00000115350","POLE4",3,"ADHD;BD;MDD",4766,7331
"ENSG00000115353","TACR1",3,"MDD;OCD;SZ",4809,6802
"ENSG00000115365","LANCL1",3,"ASD;MDD;OCD",4712,6841
"ENSG00000115368","WDR75",2,"ADHD;MDD",4310,5200
"ENSG00000115415","STAT1",2,"MDD;SZ",4554,5481
"ENSG00000115419","GLS",2,"OCD;SZ",2413,2718
"ENSG00000115423","DNAH6",3,"ADHD;BD;SZ",3672,4644
"ENSG00000115457","IGFBP2",3,"ASD;MDD;OCD",4712,6841
"ENSG00000115459","ELMOD3",2,"ADHD;MDD",4310,5200
"ENSG00000115468","EFHD1",2,"ADHD;MDD",4310,5200
"ENSG00000115525","ST3GAL5",2,"ADHD;MDD",4310,5200
"ENSG00000115561","CHMP3",2,"ASD;OCD",2440,2757
"ENSG00000115594","IL1R1",3,"BD;OCD;SZ",3682,4849
"ENSG00000115598","IL1RL2",2,"ASD;MDD",4478,5520
"ENSG00000115665","SLC5A7",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000115738","ID2",3,"BD;MDD;SZ",4810,7612
"ENSG00000115756","HPCAL1",2,"MDD;OCD",4488,5405
"ENSG00000115758","ODC1",2,"MDD;OCD",4488,5405
"ENSG00000115761","NOL10",2,"ASD;MDD",4478,5520
"ENSG00000115808","STRN",2,"MDD;OCD",4488,5405
"ENSG00000115840","SLC25A12",3,"ASD;BD;OCD",3969,4888
"ENSG00000115866","DARS1",3,"ADHD;BD;MDD",4766,7331
"ENSG00000115884","SDC1",2,"ASD;MDD",4478,5520
"ENSG00000115904","SOS1",2,"ADHD;MDD",4310,5200
"ENSG00000115956","PLEK",3,"BD;MDD;SZ",4810,7612
"ENSG00000115966","ATF2",2,"ADHD;MDD",4310,5200
"ENSG00000115993","TRAK2",2,"ADHD;ASD",2382,2552
"ENSG00000116017","ARID3A",2,"ADHD;MDD",4310,5200
"ENSG00000116044","NFE2L2",3,"ASD;BD;MDD",4878,7651
"ENSG00000116096","SPR",4,"ASD;BD;MDD;SZ",4972,9048
"ENSG00000116106","EPHA4",2,"MDD;OCD",4488,5405
"ENSG00000116120","FARSB",2,"ASD;MDD",4478,5520
"ENSG00000116127","ALMS1",2,"BD;MDD",4639,6215
"ENSG00000116132","PRRX1",2,"ASD;MDD",4478,5520
"ENSG00000116147","TNR",2,"ADHD;MDD",4310,5200
"ENSG00000116171","SCP2",2,"ASD;MDD",4478,5520
"ENSG00000116237","ICMT",2,"BD;MDD",4639,6215
"ENSG00000116350","SRSF4",2,"BD;MDD",4639,6215
"ENSG00000116353","MECR",2,"BD;MDD",4639,6215
"ENSG00000116406","EDEM3",2,"ADHD;MDD",4310,5200
"ENSG00000116497","S100PBP",2,"ADHD;MDD",4310,5200
"ENSG00000116560","SFPQ",2,"ADHD;MDD",4310,5200
"ENSG00000116586","LAMTOR2",2,"ADHD;MDD",4310,5200
"ENSG00000116604","MEF2D",2,"ADHD;MDD",4310,5200
"ENSG00000116675","DNAJC6",2,"MDD;SZ",4554,5481
"ENSG00000116679","IVNS1ABP",2,"ADHD;OCD",2281,2437
"ENSG00000116691","MIIP",2,"ADHD;SZ",2364,2513
"ENSG00000116704","SLC35D1",2,"ADHD;MDD",4310,5200
"ENSG00000116711","PLA2G4A",2,"BD;SZ",2876,3528
"ENSG00000116717","GADD45A",3,"MDD;OCD;SZ",4809,6802
"ENSG00000116729","WLS",2,"ASD;MDD",4478,5520
"ENSG00000116731","PRDM2",2,"ASD;MDD",4478,5520
"ENSG00000116741","RGS2",2,"MDD;SZ",4554,5481
"ENSG00000116745","RPE65",2,"BD;OCD",3117,3452
"ENSG00000116752","BCAS2",2,"ADHD;MDD",4310,5200
"ENSG00000116761","CTH",2,"ASD;MDD",4478,5520
"ENSG00000116771","AGMAT",3,"ADHD;BD;MDD",4766,7331
"ENSG00000116783","TNNI3K",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000116791","CRYZ",2,"BD;MDD",4639,6215
"ENSG00000116793","PHTF1",2,"ASD;MDD",4478,5520
"ENSG00000116815","CD58",2,"ASD;MDD",4478,5520
"ENSG00000116852","KIF21B",4,"ADHD;BD;MDD;SZ",4907,8728
"ENSG00000116983","HPCAL4",3,"ASD;BD;MDD",4878,7651
"ENSG00000117000","RLF",2,"BD;MDD",4639,6215
"ENSG00000117069","ST6GALNAC5",2,"BD;MDD",4639,6215
"ENSG00000117091","CD48",3,"ADHD;BD;MDD",4766,7331
"ENSG00000117143","UAP1",2,"BD;MDD",4639,6215
"ENSG00000117151","CTBS",3,"BD;MDD;SZ",4810,7612
"ENSG00000117152","RGS4",2,"ASD;OCD",2440,2757
"ENSG00000117154","IGSF21",3,"ASD;MDD;OCD",4712,6841
"ENSG00000117174","ZNHIT6",2,"BD;MDD",4639,6215
"ENSG00000117226","GBP3",2,"BD;MDD",4639,6215
"ENSG00000117228","GBP1",3,"ASD;MDD;SZ",4826,6917
"ENSG00000117245","KIF17",2,"ASD;MDD",4478,5520
"ENSG00000117266","CDK18",2,"MDD;OCD",4488,5405
"ENSG00000117280","RAB29",2,"ASD;MDD",4478,5520
"ENSG00000117281","CD160",2,"MDD;SZ",4554,5481
"ENSG00000117305","HMGCL",2,"ADHD;MDD",4310,5200
"ENSG00000117318","ID3",2,"BD;MDD",4639,6215
"ENSG00000117335","CD46",2,"ASD;BD",3243,3567
"ENSG00000117394","SLC2A1",3,"BD;MDD;OCD",4878,7536
"ENSG00000117411","B4GALT2",2,"BD;MDD",4639,6215
"ENSG00000117448","AKR1A1",2,"BD;MDD",4639,6215
"ENSG00000117500","TMED5",2,"ASD;MDD",4478,5520
"ENSG00000117519","CNN3",2,"ASD;SZ",2595,2833
"ENSG00000117525","F3",3,"BD;MDD;SZ",4810,7612
"ENSG00000117543","DPH5",2,"ADHD;MDD",4310,5200
"ENSG00000117586","TNFSF4",2,"BD;SZ",2876,3528
"ENSG00000117594","HSD11B1",3,"ASD;BD;MDD",4878,7651
"ENSG00000117598","PLPPR5",2,"ADHD;MDD",4310,5200
"ENSG00000117620","SLC35A3",2,"BD;MDD",4639,6215
"ENSG00000117625","RCOR3",2,"ASD;MDD",4478,5520
"ENSG00000117650","NEK2",5,"ADHD;BD;MDD;OCD;SZ",5008,10049
"ENSG00000117707","PROX1",2,"MDD;OCD",4488,5405
"ENSG00000117713","ARID1A",2,"ADHD;MDD",4310,5200
"ENSG00000117791","MTARC2",2,"BD;MDD",4639,6215
"ENSG00000117906","RCN2",2,"MDD;SZ",4554,5481
"ENSG00000118194","TNNT2",2,"ASD;MDD",4478,5520
"ENSG00000118257","NRP2",2,"MDD;OCD",4488,5405
"ENSG00000118271","TTR",3,"BD;MDD;OCD",4878,7536
"ENSG00000118298","CA14",2,"BD;MDD",4639,6215
"ENSG00000118322","ATP10B",2,"ASD;MDD",4478,5520
"ENSG00000118432","CNR1",3,"MDD;OCD;SZ",4809,6802
"ENSG00000118473","SGIP1",2,"MDD;OCD",4488,5405
"ENSG00000118503","TNFAIP3",2,"BD;MDD",4639,6215
"ENSG00000118579","MED28",2,"BD;MDD",4639,6215
"ENSG00000118620","ZNF430",2,"BD;MDD",4639,6215
"ENSG00000118640","VAMP8",2,"MDD;OCD",4488,5405
"ENSG00000118707","TGIF2",3,"BD;MDD;SZ",4810,7612
"ENSG00000118777","ABCG2",3,"ASD;BD;SZ",3840,4964
"ENSG00000118785","SPP1",4,"ADHD;BD;MDD;OCD",4957,8652
"ENSG00000118816","CCNI",2,"ADHD;MDD",4310,5200
"ENSG00000118898","PPL",2,"MDD;SZ",4554,5481
"ENSG00000118946","PCDH17",3,"ASD;MDD;SZ",4826,6917
"ENSG00000118965","WDR35",2,"ASD;MDD",4478,5520
"ENSG00000118985","ELL2",2,"BD;SZ",2876,3528
"ENSG00000119041","GTF3C3",2,"BD;MDD",4639,6215
"ENSG00000119185","ITGB1BP1",2,"MDD;OCD",4488,5405
"ENSG00000119203","CPSF3",2,"ASD;MDD",4478,5520
"ENSG00000119285","HEATR1",2,"ADHD;MDD",4310,5200
"ENSG00000119321","FKBP15",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000119333","DYNC2I2",2,"ASD;MDD",4478,5520
"ENSG00000119408","NEK6",2,"ASD;OCD",2440,2757
"ENSG00000119508","NR4A3",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000119514","GALNT12",2,"ASD;MDD",4478,5520
"ENSG00000119522","DENND1A",2,"ADHD;MDD",4310,5200
"ENSG00000119596","YLPM1",2,"ASD;MDD",4478,5520
"ENSG00000119630","PGF",2,"OCD;SZ",2413,2718
"ENSG00000119636","BBOF1",3,"ASD;MDD;SZ",4826,6917
"ENSG00000119650","IFT43",2,"ASD;BD",3243,3567
"ENSG00000119685","TTLL5",2,"ADHD;MDD",4310,5200
"ENSG00000119688","ABCD4",2,"BD;SZ",2876,3528
"ENSG00000119699","TGFB3",3,"BD;OCD;SZ",3682,4849
"ENSG00000119707","RBM25",2,"ASD;MDD",4478,5520
"ENSG00000119714","GPR68",2,"MDD;OCD",4488,5405
"ENSG00000119725","ZNF410",2,"BD;MDD",4639,6215
"ENSG00000119729","RHOQ",2,"MDD;OCD",4488,5405
"ENSG00000119777","TMEM214",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000119820","YIPF4",2,"ADHD;MDD",4310,5200
"ENSG00000119844","AFTPH",2,"MDD;OCD",4488,5405
"ENSG00000119866","BCL11A",3,"ASD;MDD;OCD",4712,6841
"ENSG00000119900","OGFRL1",2,"ADHD;MDD",4310,5200
"ENSG00000119938","PPP1R3C",3,"BD;MDD;OCD",4878,7536
"ENSG00000119953","SMNDC1",2,"ADHD;MDD",4310,5200
"ENSG00000119969","HELLS",2,"BD;MDD",4639,6215
"ENSG00000119973","PRLHR",2,"BD;MDD",4639,6215
"ENSG00000120053","GOT1",2,"ASD;SZ",2595,2833
"ENSG00000120129","DUSP1",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000120156","TEK",2,"MDD;SZ",4554,5481
"ENSG00000120159","CAAP1",2,"BD;MDD",4639,6215
"ENSG00000120162","MOB3B",3,"ASD;MDD;OCD",4712,6841
"ENSG00000120251","GRIA2",3,"ASD;OCD;SZ",3360,4154
"ENSG00000120265","PCMT1",3,"ASD;MDD;OCD",4712,6841
"ENSG00000120278","PLEKHG1",2,"BD;SZ",2876,3528
"ENSG00000120279","MYCT1",2,"BD;SZ",2876,3528
"ENSG00000120318","ARAP3",2,"BD;SZ",2876,3528
"ENSG00000120457","KCNJ5",2,"BD;MDD",4639,6215
"ENSG00000120471","TP53AIP1",2,"ADHD;MDD",4310,5200
"ENSG00000120533","ENY2",2,"ASD;MDD",4478,5520
"ENSG00000120645","IQSEC3",4,"ASD;MDD;OCD;SZ",4950,8238
"ENSG00000120669","SOHLH2",2,"BD;OCD",3117,3452
"ENSG00000120694","HSPH1",3,"BD;MDD;OCD",4878,7536
"ENSG00000120696","KBTBD7",3,"ADHD;ASD;BD",3986,4683
"ENSG00000120738","EGR1",5,"ADHD;BD;MDD;OCD;SZ",5008,10049
"ENSG00000120784","ZFP30",2,"ADHD;MDD",4310,5200
"ENSG00000120800","UTP20",2,"ADHD;MDD",4310,5200
"ENSG00000120833","SOCS2",3,"BD;MDD;SZ",4810,7612
"ENSG00000120875","DUSP4",5,"ADHD;BD;MDD;OCD;SZ",5008,10049
"ENSG00000120889","TNFRSF10B",3,"ASD;BD;MDD",4878,7651
"ENSG00000120896","SORBS3",3,"MDD;OCD;SZ",4809,6802
"ENSG00000120899","PTK2B",2,"ASD;SZ",2595,2833
"ENSG00000121039","RDH10",3,"ASD;BD;MDD",4878,7651
"ENSG00000121057","AKAP1",2,"ADHD;MDD",4310,5200
"ENSG00000121060","TRIM25",3,"ASD;BD;SZ",3840,4964
"ENSG00000121068","TBX2",2,"MDD;SZ",4554,5481
"ENSG00000121101","TEX14",2,"ADHD;MDD",4310,5200
"ENSG00000121236","TRIM6",2,"ASD;MDD",4478,5520
"ENSG00000121274","TENT4B",2,"ASD;BD",3243,3567
"ENSG00000121281","ADCY7",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000121350","PYROXD1",2,"BD;MDD",4639,6215
"ENSG00000121413","ZSCAN18",3,"ASD;BD;MDD",4878,7651
"ENSG00000121440","PDZRN3",2,"MDD;OCD",4488,5405
"ENSG00000121644","DESI2",2,"BD;MDD",4639,6215
"ENSG00000121653","MAPK8IP1",2,"MDD;OCD",4488,5405
"ENSG00000121716","PILRB",2,"MDD;SZ",4554,5481
"ENSG00000121741","ZMYM2",2,"BD;MDD",4639,6215
"ENSG00000121895","TMEM156",3,"BD;MDD;SZ",4810,7612
"ENSG00000121957","GPSM2",2,"MDD;OCD",4488,5405
"ENSG00000121966","CXCR4",3,"BD;OCD;SZ",3682,4849
"ENSG00000122008","POLK",2,"ADHD;MDD",4310,5200
"ENSG00000122012","SV2C",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000122025","FLT3",2,"ADHD;MDD",4310,5200
"ENSG00000122026","RPL21",3,"ASD;MDD;OCD",4712,6841
"ENSG00000122042","UBL3",2,"MDD;OCD",4488,5405
"ENSG00000122085","MTERF4",2,"BD;MDD",4639,6215
"ENSG00000122176","FMOD",2,"BD;MDD",4639,6215
"ENSG00000122203","KIAA1191",2,"MDD;OCD",4488,5405
"ENSG00000122223","CD244",2,"ADHD;MDD",4310,5200
"ENSG00000122299","ZC3H7A",2,"ASD;MDD",4478,5520
"ENSG00000122367","LDB3",2,"ASD;MDD",4478,5520
"ENSG00000122378","PRXL2A",2,"ADHD;MDD",4310,5200
"ENSG00000122477","LRRC39",2,"BD;MDD",4639,6215
"ENSG00000122483","CCDC18",2,"ASD;MDD",4478,5520
"ENSG00000122507","BBS9",2,"ADHD;MDD",4310,5200
"ENSG00000122547","EEPD1",2,"ADHD;ASD",2382,2552
"ENSG00000122644","ARL4A",2,"BD;MDD",4639,6215
"ENSG00000122679","RAMP3",2,"MDD;OCD",4488,5405
"ENSG00000122696","SLC25A51",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000122741","DCAF10",2,"ASD;MDD",4478,5520
"ENSG00000122824","NUDT10",2,"MDD;SZ",4554,5481
"ENSG00000122863","CHST3",2,"OCD;SZ",2413,2718
"ENSG00000122873","CISD1",2,"MDD;OCD",4488,5405
"ENSG00000122877","EGR2",4,"ADHD;MDD;OCD;SZ",4926,7918
"ENSG00000122884","P4HA1",4,"ASD;BD;MDD;SZ",4972,9048
"ENSG00000123064","DDX54",2,"ADHD;MDD",4310,5200
"ENSG00000123080","CDKN2C",3,"ASD;MDD;SZ",4826,6917
"ENSG00000123091","RNF11",2,"ASD;MDD",4478,5520
"ENSG00000123119","NECAB1",2,"ASD;MDD",4478,5520
"ENSG00000123200","ZC3H13",2,"BD;MDD",4639,6215
"ENSG00000123213","NLN",2,"ASD;MDD",4478,5520
"ENSG00000123243","ITIH5",3,"ASD;BD;MDD",4878,7651
"ENSG00000123329","ARHGAP9",2,"ADHD;MDD",4310,5200
"ENSG00000123338","NCKAP1L",2,"BD;SZ",2876,3528
"ENSG00000123349","PFDN5",2,"MDD;OCD",4488,5405
"ENSG00000123358","NR4A1",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000123374","CDK2",3,"BD;OCD;SZ",3682,4849
"ENSG00000123416","TUBA1B",2,"ADHD;MDD",4310,5200
"ENSG00000123444","KBTBD4",2,"ASD;MDD",4478,5520
"ENSG00000123560","PLP1",2,"ASD;MDD",4478,5520
"ENSG00000123570","RAB9B",2,"ASD;MDD",4478,5520
"ENSG00000123600","METTL8",2,"MDD;OCD",4488,5405
"ENSG00000123609","NMI",2,"ASD;OCD",2440,2757
"ENSG00000123612","ACVR1C",2,"MDD;OCD",4488,5405
"ENSG00000123643","SLC36A1",4,"ASD;BD;MDD;OCD",4983,8972
"ENSG00000123689","G0S2",2,"BD;MDD",4639,6215
"ENSG00000123810","B9D2",2,"ADHD;BD",3014,3247
"ENSG00000123836","PFKFB2",2,"BD;MDD",4639,6215
"ENSG00000123870","ZNF137P",2,"BD;MDD",4639,6215
"ENSG00000123977","DAW1",2,"MDD;OCD",4488,5405
"ENSG00000123989","CHPF",2,"BD;OCD",3117,3452
"ENSG00000123992","DNPEP",3,"ASD;BD;MDD",4878,7651
"ENSG00000124098","FAM210B",2,"ADHD;MDD",4310,5200
"ENSG00000124134","KCNS1",2,"ASD;MDD",4478,5520
"ENSG00000124160","NCOA5",2,"BD;MDD",4639,6215
"ENSG00000124193","SRSF6",3,"ADHD;BD;MDD",4766,7331
"ENSG00000124205","EDN3",2,"ASD;BD",3243,3567
"ENSG00000124215","CDH26",2,"BD;MDD",4639,6215
"ENSG00000124217","MOCS3",2,"ADHD;MDD",4310,5200
"ENSG00000124228","DDX27",3,"ADHD;BD;MDD",4766,7331
"ENSG00000124302","CHST8",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000124380","SNRNP27",2,"BD;MDD",4639,6215
"ENSG00000124406","ATP8A1",2,"MDD;OCD",4488,5405
"ENSG00000124444","ZNF576",2,"BD;MDD",4639,6215
"ENSG00000124491","F13A1",2,"BD;OCD",3117,3452
"ENSG00000124507","PACSIN1",2,"MDD;OCD",4488,5405
"ENSG00000124549","BTN2A3P",2,"BD;MDD",4639,6215
"ENSG00000124562","SNRPC",2,"ADHD;MDD",4310,5200
"ENSG00000124596","OARD1",2,"ADHD;MDD",4310,5200
"ENSG00000124614","RPS10",2,"ASD;MDD",4478,5520
"ENSG00000124702","KLHDC3",3,"ASD;BD;MDD",4878,7651
"ENSG00000124762","CDKN1A",3,"ASD;BD;SZ",3840,4964
"ENSG00000124766","SOX4",3,"ASD;MDD;SZ",4826,6917
"ENSG00000124782","RREB1",3,"ASD;BD;OCD",3969,4888
"ENSG00000124783","SSR1",2,"ADHD;MDD",4310,5200
"ENSG00000124785","NRN1",2,"ASD;MDD",4478,5520
"ENSG00000124787","RPP40",2,"ADHD;MDD",4310,5200
"ENSG00000124788","ATXN1",2,"MDD;OCD",4488,5405
"ENSG00000124942","AHNAK",2,"ASD;BD",3243,3567
"ENSG00000125107","CNOT1",2,"BD;MDD",4639,6215
"ENSG00000125122","FBXL9P",2,"ASD;MDD",4478,5520
"ENSG00000125124","BBS2",2,"ADHD;MDD",4310,5200
"ENSG00000125144","MT1G",2,"BD;SZ",2876,3528
"ENSG00000125148","MT2A",3,"ADHD;BD;SZ",3672,4644
"ENSG00000125247","TMTC4",2,"ASD;MDD",4478,5520
"ENSG00000125257","ABCC4",2,"OCD;SZ",2413,2718
"ENSG00000125285","SOX21",3,"ADHD;ASD;BD",3986,4683
"ENSG00000125304","TM9SF2",2,"MDD;SZ",4554,5481
"ENSG00000125337","KIF25",2,"ADHD;MDD",4310,5200
"ENSG00000125347","IRF1",3,"ASD;BD;SZ",3840,4964
"ENSG00000125355","TMEM255A",2,"ASD;BD",3243,3567
"ENSG00000125356","NDUFA1",2,"MDD;OCD",4488,5405
"ENSG00000125386","FAM193A",2,"ADHD;MDD",4310,5200
"ENSG00000125430","HS3ST3B1",2,"BD;SZ",2876,3528
"ENSG00000125449","ARMC7",2,"ASD;MDD",4478,5520
"ENSG00000125458","NT5C",3,"ASD;BD;MDD",4878,7651
"ENSG00000125462","MIR9-1HG",2,"BD;MDD",4639,6215
"ENSG00000125520","SLC2A4RG",4,"ASD;MDD;OCD;SZ",4950,8238
"ENSG00000125534","PPDPF",2,"ASD;MDD",4478,5520
"ENSG00000125637","PSD4",2,"ASD;OCD",2440,2757
"ENSG00000125648","SLC25A23",2,"MDD;OCD",4488,5405
"ENSG00000125651","GTF2F1",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000125691","RPL23",2,"MDD;OCD",4488,5405
"ENSG00000125730","C3",4,"ADHD;BD;MDD;OCD",4957,8652
"ENSG00000125733","TRIP10",3,"BD;OCD;SZ",3682,4849
"ENSG00000125735","TNFSF14",2,"BD;OCD",3117,3452
"ENSG00000125740","FOSB",4,"ADHD;MDD;OCD;SZ",4926,7918
"ENSG00000125741","OPA3",2,"MDD;SZ",4554,5481
"ENSG00000125743","SNRPD2",2,"MDD;OCD",4488,5405
"ENSG00000125753","VASP",3,"ADHD;ASD;OCD",3257,3873
"ENSG00000125755","SYMPK",3,"ADHD;BD;MDD",4766,7331
"ENSG00000125772","GPCPD1",3,"ADHD;ASD;BD",3986,4683
"ENSG00000125779","PANK2",3,"ADHD;BD;MDD",4766,7331
"ENSG00000125810","CD93",2,"BD;OCD",3117,3452
"ENSG00000125826","RBCK1",2,"ADHD;SZ",2364,2513
